city|location|price|bedrooms|baths|size
Multan|DHA Phase 1 - Sector T, DHA Phase 1|9456000|1|1|540
Multan|Platinum Homes DHAM, DHA Defence|10000000|3|4|1125
Multan|Platinum Homes DHAM, DHA Defence|10000000|3|4|1125
Multan|Platinum Homes DHAM, DHA Defence|13200000|3|4|1125
Multan|DHA Rumanza Golf Community, DHA Defence|11900000|1|1|652
Multan|DHA Phase 1 - Sector T, DHA Phase 1|9900000|3|4|1125
Multan|Buch Executive Villas, Multan|13300000|3|4|900
Multan|Buch Executive Villas, Multan|16500000|3|4|1125
Multan|DHA Villas, DHA Defence|15500000|3|4|1350
Multan|Buch Executive Villas, Multan|6000000|2|2|608
Multan|Buch Executive Villas, Multan|4750000|2|2|472
Multan|Buch Executive Villas, Multan|13300000|3|4|900
Multan|Buch Executive Villas, Multan|16500000|3|4|1125
Multan|DHA Villas, DHA Defence|15500000|3|4|1350
Multan|Buch Executive Villas, Multan|6000000|2|2|608
Multan|Buch Executive Villas, Multan|4750000|2|2|472
Multan|Buch Executive Villas, Multan|10000000|2|2|765
Multan|Buch Executive Villas, Multan|13200000|3|3|1102
Multan|Buch Executive Villas, Multan|12100000|3|3|1102
Multan|Buch Executive Villas, Multan|8360000|2|2|765
Multan|Buch Executive Villas, Multan|7600000|2|2|765
Multan|Buch Executive Villas, Multan|6000000|2|2|608
Multan|Buch Executive Villas, Multan|4750000|2|2|472
Multan|DHA Villas, DHA Defence|16000000|3|4|1350
Multan|Buch Executive Villas, Multan|37500000|5|6|2250
Multan|Buch Executive Villas, Multan|17000000|5|6|1125
Multan|Shalimar Colony, Multan|13000000|3|4|1125
Multan|Classic Villas, Canal Bank Road|7700000|3|4|1350
Multan|DHA Phase 1 - Sector M, DHA Phase 1|46000000|0|0|4500
Multan|DHA Phase 1 - Sector Q, DHA Phase 1|20000000|0|0|4500
Multan|DHA Phase 1 - Sector Q, DHA Phase 1|24000000|0|0|4500
Multan|Wapda Town Phase 1 - Block E, Wapda Town Phase 1|24000000|5|0|1575
Multan|Wapda Town Phase 2, Wapda Town|64000000|6|6|4500
Multan|Adams Housing Scheme, Mattital Road|13800000|3|4|1125
Multan|Wapda Town Phase 2, Wapda Town|32000000|5|6|2250
Multan|DHA Phase 1 - Sector U, DHA Phase 1|16000000|5|6|2250
Multan|Bahadurpur, Multan|12000000|4|4|1125
Multan|Zakariya Town, Multan|10500000|3|3|1125
Multan|Zakariya Town, Multan|10000000|3|3|1125
Multan|Wapda Town Phase 2, Wapda Town|30000000|5|6|2700
Multan|Pearl City, Multan|40000000|5|6|4500
Multan|Khan Village II, Multan|7000000|3|3|1575
Multan|Buch Executive Villas, Multan|63000000|5|6|4500
Multan|Shalimar Colony, Multan|24000000|5|5|2250
Multan|Royal Orchard - Block G, Royal Orchard|13500000|4|5|1125
Multan|Askari 3, DHA Defence|26500000|4|4|2700
Multan|Askari 3, DHA Defence|24500000|4|4|2250
Multan|DHA Villas, DHA Defence|27500000|4|4|2700
Multan|DHA Villas, DHA Defence|30000000|5|5|2700
Multan|DHA Villas, DHA Defence|25500000|4|4|2025
Multan|DHA Villas, DHA Defence|21500000|4|4|2025
Multan|DHA Villas, DHA Defence|16000000|3|4|1350
Multan|Buch Executive Villas, Multan|30000000|4|5|2250
Multan|Buch Executive Villas, Multan|12500000|3|4|1125
Multan|Shalimar Colony, Multan|18000000|6|5|2250
Multan|Buch Executive Villas, Multan|33500000|5|6|2250
Multan|Buch Executive Villas, Multan|17000000|4|5|1125
Multan|Wapda Town Phase 1, Wapda Town|30000000|5|6|2250
Multan|Wapda Town Phase 2, Wapda Town|60000000|6|6|4500
Multan|Askari 3, DHA Defence|20800000|3|4|1575
Multan|Shalimar Colony, Multan|13500000|4|5|1350
Multan|Wapda Town Phase 2, Wapda Town|60000000|6|6|4500
Multan|Askari 3, DHA Defence|20800000|3|4|1575
Multan|Shalimar Colony, Multan|13500000|4|5|1350
Multan|Kacheri Road, Multan|35000000|7|6|2025
Multan|Zakariya Town, Multan|26500000|5|5|2250
Multan|Askari 3, DHA Defence|49000000|5|6|4500
Multan|Buch Executive Villas, Multan|30000000|5|5|1845
Multan|Buch Executive Villas, Multan|17000000|4|4|1125
Multan|Garden Town, Multan|17000000|6|5|2250
Multan|Buch Executive Villas, Multan|24800000|6|6|1800
Multan|Royal Orchard - Block F, Royal Orchard|16300000|4|5|1125
Multan|Shamasabad Colony, Multan|42900000|0|0|7200
Multan|DHA Phase 1 - Sector T, DHA Phase 1|13500000|3|4|1125
Multan|Model Town - Block C, Model Town|65000000|6|6|4500
Multan|Wapda Town Phase 1 - Block E, Wapda Town Phase 1|24000000|5|5|1575
Multan|DHA Villas, DHA Defence|16000000|3|4|1350
Multan|DHA Villas, DHA Defence|22000000|4|4|2025
Multan|DHA Villas, DHA Defence|27500000|4|4|2700
Multan|DHA Villas, DHA Defence|30000000|5|5|2700
Multan|Askari 3, DHA Defence|26000000|4|4|2700
Multan|Askari 3, DHA Defence|23500000|4|4|2250
Multan|Fatima Jinnah Town - Block B, Fatima Jinnah Town|15000000|4|5|2250
Multan|DHA Villas, DHA Defence|23000000|4|4|2025
Multan|Multan Public School Road, Multan|21000000|4|5|1575
Multan|Buch Executive Villas, Multan|13100000|4|5|1125
Multan|Askari 3, DHA Defence|39900000|5|6|4500
Multan|Buch Executive Villas, Multan|18000000|0|0|1125
Multan|Buch Executive Villas, Multan|16500000|3|4|1125
Multan|Buch Executive Villas, Multan|19500000|5|6|1125
Multan|Shah Rukn-e-Alam Colony - Block A, Shah Rukn-e-Alam Colony|30000000|5|5|3375
Multan|Bahadurpur, Multan|20000000|4|4|1688
Multan|Wapda Town Phase 2, Wapda Town|63900000|6|6|4500
Multan|Vienna Heights, Ahmad Road|3956000|1|1|338
Multan|DHA Phase 1 - Sector M, DHA Phase 1|52500000|6|6|4500
Multan|DHA Phase 1 - Sector T, DHA Phase 1|13000000|3|4|1125
Multan|MA Jinnah Road, Multan|2800000|1|2|675
Multan|Royal Orchard - Block C, Royal Orchard|65000000|6|6|4500
Multan|Khan Village, Multan|6000000|1|1|450
Multan|Buch Executive Villas, Multan|32500000|4|4|1800
Multan|Sadiq Colony, Multan|22500000|3|1|1800
Multan|Gulshan-e-Mehar, Multan|15000000|4|4|1125
Multan|Waqas Town, Multan|15000000|5|6|1462
Multan|Buch Executive Villas, Multan|17500000|4|5|1125
Multan|Shah Rukn-e-Alam Colony - Block C, Shah Rukn-e-Alam Colony|23000000|2|2|1800
Multan|Shah Rukn-e-Alam Colony - Block C, Shah Rukn-e-Alam Colony|23000000|2|2|1800
Multan|Shalimar Colony, Multan|130000000|4|4|13500
Multan|DHA Phase 1, DHA Defence|38000000|6|6|4500
Multan|Buch Executive Villas, Multan|9000000|2|2|1125
Multan|Buch Executive Villas, Multan|57500000|6|6|3825
Multan|Buch Executive Villas, Multan|13600000|4|5|1125
Multan|Shah Rukn-e-Alam Colony, Multan|15000000|2|3|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Buch Executive Villas, Multan|15500000|3|4|1125
Multan|Wapda Town Phase 2 - Block R, Wapda Town Phase 2|20000000|4|5|1575
Multan|Askari 3, DHA Defence|27000000|4|5|2700
Multan|Pearl City, Multan|37000000|5|6|4500
Multan|DHA Phase 1 - Sector M, DHA Phase 1|37000000|5|5|4500
Multan|Buch Executive Villas, Multan|15000000|5|5|1125
Multan|Royal Orchard - Block F, Royal Orchard|31500000|5|5|2250
Multan|Shalimar Colony, Multan|11000000|3|5|900
Multan|DHA Phase 1 - Sector U, DHA Phase 1|22000000|4|5|2250
Multan|Wapda Town Phase 2, Wapda Town|63900000|6|6|4500
Multan|Buch Executive Villas, Multan|27000000|5|6|2250
Multan|DHA Phase 1 - Sector M, DHA Phase 1|55000000|5|6|7650
Multan|Wapda Town Phase 1, Wapda Town|59900000|6|6|4500
Multan|Zahra Villas, Bosan Road|8000000|5|5|1125
Multan|DHA Villas, DHA Defence|15500000|3|4|1350
Multan|Citi Housing, Multan|17900000|5|6|2250
Multan|Buch Executive Villas, Multan|14400000|3|4|1125
Multan|DHA Villas, DHA Defence|27000000|4|5|2700
Multan|DHA Villas, DHA Defence|21100000|4|5|2025
Multan|DHA Phase 1, DHA Defence|22400000|5|6|4500
Multan|DHA Phase 1, DHA Defence|50000000|5|6|4500
Multan|DHA Phase 1, DHA Defence|44000000|5|6|4500
Multan|Royal Orchard, Multan Public School Road|54900000|6|6|4500
Multan|Buch Executive Villas, Multan|15000000|4|5|1125
Multan|Royal Orchard, Multan Public School Road|15500000|3|5|1125
Multan|Shalimar Colony, Multan|11000000|3|4|1125
Multan|MA Jinnah Road, Multan|3700000|2|2|562
Multan|Buch Executive Villas, Multan|37000000|6|6|2250
Multan|Shalimar Colony, Multan|19000000|4|5|1575
Multan|Shalimar Colony, Multan|12000000|3|4|1125
Multan|Wapda Town, Multan|34000000|7|6|2475
Multan|Buch Executive Villas, Multan|28000000|4|5|1800
Multan|Buch Executive Villas, Multan|15500000|3|4|1125
Multan|Royal Orchard, Multan Public School Road|14800000|3|4|1125
Multan|DHA Phase 1, DHA Defence|44000000|5|6|4500
Multan|Wapda Town Phase 1, Wapda Town|59900000|6|6|4500
Multan|Buch Executive Villas, Multan|37000000|5|6|2250
Multan|Buch Executive Villas, Multan|18000000|4|5|1125
Multan|Buch Executive Villas, Multan|17000000|4|5|1125
Multan|Buch Executive Villas, Multan|17500000|4|5|1125
Multan|Buch Executive Villas, Multan|16500000|0|0|1125
Multan|Model Town, Multan|63900000|6|6|4500
Multan|DHA Villas, DHA Defence|30000000|5|6|1688
Multan|Multan Public School Road, Multan|8500000|3|4|900
Multan|Bahadurpur, Multan|10500000|3|3|900
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Garden Town, Multan|17000000|0|0|2250
Multan|Buch Executive Villas, Multan|17000000|5|5|1688
Multan|Buch Executive Villas, Multan|28000000|5|5|1732
Multan|Royal Orchard, Multan Public School Road|72000000|6|6|5400
Multan|Wapda Town Phase 2 - Block N, Wapda Town Phase 2|27500000|5|5|1800
Multan|Bahadurpur, Multan|18000000|4|5|2250
Multan|Wapda Town Phase 1 - Block E, Wapda Town Phase 1|69000000|6|6|4950
Multan|Buch Executive Villas, Multan|36000000|5|6|2475
Multan|New Shalimar Colony, Multan|26000000|5|6|2250
Multan|Wapda Town Phase 2, Wapda Town|30000000|5|6|2700
Multan|Buch Executive Villas, Multan|15000000|4|5|1125
Multan|Buch Executive Villas, Multan|15400000|3|4|1125
Multan|Buch Executive Villas, Multan|15400000|3|4|1125
Multan|Multan Public School Road, Multan|12000000|3|4|900
Multan|Wapda Town Phase 2, Wapda Town|65000000|6|6|4500
Multan|Satellite Town, Multan|11500000|4|0|1125
Multan|Shalimar Colony, Multan|22000000|5|5|1688
Multan|Bahadurpur, Multan|13500000|4|5|1125
Multan|Safari Town, Bosan Road|27000000|6|6|2700
Multan|Bahadurpur, Multan|6500000|3|3|900
Multan|Wapda Town Phase 2 - Block Q, Wapda Town Phase 2|32000000|5|6|2250
Multan|Income Tax Officers Colony, Multan|30000000|5|5|4050
Multan|Wapda Town Phase 1 - Block D, Wapda Town Phase 1|60000000|5|6|4500
Multan|Askari 3, DHA Defence|22000000|4|5|2475
Faisalabad|Wapda City - Block L, Wapda City|19000000|0|0|1125
Faisalabad|Wapda City - Block L, Wapda City|19800000|0|0|1125
Faisalabad|Canal Road, Faisalabad|22000000|3|4|1125
Faisalabad|Eden Gardens, Faisalabad|17500000|4|5|1125
Faisalabad|Eden Valley, Faisalabad|42500000|5|6|1575
Faisalabad|Eden Valley - Block C, Eden Valley|32500000|4|5|1575
Faisalabad|Four Seasons Phase 1, Four Season Housing|26500000|0|0|1125
Faisalabad|Eden Executive, Eden Gardens|40000000|4|4|2250
Faisalabad|Eden Executive, Eden Gardens|22500000|3|4|1125
Faisalabad|Wapda City, Faisalabad|41000000|4|6|2250
Faisalabad|Eden Executive, Eden Gardens|40000000|0|0|1800
Faisalabad|Eden Executive, Eden Gardens|22500000|0|0|1125
Faisalabad|Eden Executive, Eden Gardens|18000000|3|4|900
Faisalabad|Peoples Colony No 2, Faisalabad|32000000|5|3|2250
Faisalabad|Abdullah Gardens, East Canal Road|80000000|6|7|4500
Faisalabad|Four Seasons Phase 2 - Marigold Enclave, Four Seasons Phase 2|35000000|0|0|1350
Faisalabad|Divine Enclave, Canal Road|32000000|4|5|1350
Faisalabad|Canal Avenue, Lower Canal Road|16500000|3|4|1080
Faisalabad|Prime City, Satiana Road|10500000|0|0|0.0
Faisalabad|Eden Executive, Eden Gardens|21000000|3|4|1125
Faisalabad|Abdullah Gardens, East Canal Road|85000000|5|6|3150
Faisalabad|Eden Valley, Faisalabad|26500000|3|4|1125
Faisalabad|Raza Garden, Faisalabad|125000000|5|6|4500
Faisalabad|Paradise Valley, Faisalabad|70000000|5|6|2475
Faisalabad|Eden Valley, Faisalabad|26000000|3|4|1125
Faisalabad|Eden Valley, Faisalabad|26000000|0|0|1125
Faisalabad|Al Noor Garden, Faisalabad|13000000|3|4|675
Faisalabad|Canal Road, Faisalabad|22500000|3|3|900
Faisalabad|Eden Executive, Eden Gardens|23000000|4|5|1125
Faisalabad|Eden Valley, Faisalabad|41000000|5|6|1575
Faisalabad|Abdullah Gardens, East Canal Road|52500000|5|6|2250
Faisalabad|Eden Executive, Eden Gardens|16500000|3|4|900
Faisalabad|Khayaban Gardens, Faisalabad|50000000|5|6|2475
Faisalabad|Canal Avenue, Lower Canal Road|27700000|4|5|1575
Faisalabad|Eden Orchard, Faisalabad|26500000|4|5|1575
Faisalabad|Eden Valley, Faisalabad|20000000|3|4|1125
Faisalabad|Eden Executive, Eden Gardens|22500000|3|4|1125
Faisalabad|Citi Housing, Faisalabad|18500000|5|6|2250
Faisalabad|Citi Housing, Faisalabad|60000000|6|6|4500
Faisalabad|Satiana Road, Faisalabad|10000000|3|3|832
Faisalabad|Abdullah Garden, Faisalabad|77500000|5|6|3150
Faisalabad|Lyallpur Galleria, East Canal Road|13500000|2|2|518
Faisalabad|Farooqabad, Faisalabad|10000000|4|2|562
Faisalabad|Canal Park, Faisalabad|30000000|4|5|1575
Faisalabad|Abdullah Gardens, East Canal Road|150000000|5|6|4500
Faisalabad|Canal Garden, Faisalabad|26500000|4|5|1125
Faisalabad|Citi Housing Phase 1 - Block D, Citi Housing - Phase 1|25000000|0|0|2250
Faisalabad|Citi Housing - Phase 1, Citi Housing|170000000|0|0|9000
Faisalabad|Saeed Colony, Faisalabad|70000000|0|0|4950
Faisalabad|Madina Town, Faisalabad|20000000|0|0|1125
Faisalabad|Eden Valley, Faisalabad|22500000|0|0|1125
Faisalabad|Eden Executive, Eden Gardens|22500000|3|4|1125
Faisalabad|Eden Executive, Eden Gardens|23000000|3|4|1125
Faisalabad|Eden Valley, Faisalabad|26000000|3|4|1125
Faisalabad|Eden Valley, Faisalabad|55000000|5|6|2700
Faisalabad|Eden Orchard, Faisalabad|50000000|3|5|2475
Faisalabad|Eden Orchard, Faisalabad|45000000|5|6|2475
Faisalabad|Eden Executive, Eden Gardens|19900000|3|3|1350
Faisalabad|East Canal Road, Canal Road|90000000|8|6|4950
Faisalabad|Satiana Road, Faisalabad|13300000|3|4|1125
Faisalabad|Eden Valley, Faisalabad|26000000|3|4|1125
Faisalabad|Canal Road, Faisalabad|17500000|3|4|900
Faisalabad|Paradise Valley, Faisalabad|110000000|5|5|4500
Faisalabad|Abdullah Garden, Faisalabad|82500000|5|5|3150
Faisalabad|Saeed Colony, Faisalabad|62000000|5|6|4050
Faisalabad|Paradise Valley, Faisalabad|120000000|5|6|4500
Faisalabad|Abdullah Gardens, East Canal Road|280000000|6|6|9000
Faisalabad|Imran Road, Faisalabad|30000000|0|0|2250
Faisalabad|Abdullah Garden, Faisalabad|60000000|5|5|2250
Faisalabad|Eden Executive, Eden Gardens|20500000|3|4|1125
Faisalabad|Eden Executive, Eden Gardens|25500000|4|4|1350
Faisalabad|Eden Executive, Eden Gardens|26500000|4|4|1575
Faisalabad|Naturals Club & Resort, Faisalabad|5100000|1|1|585
Faisalabad|Wapda City - Block K, Wapda City|36000000|5|6|2250
Faisalabad|Punjab Govt Servants Housing Foundation, Faisalabad|12000000|2|3|1125
Faisalabad|Eden Valley, Faisalabad|20000000|3|4|1125
Faisalabad|Eden Valley, Faisalabad|20000000|3|4|1125
Faisalabad|Eden Valley, Faisalabad|38500000|4|6|1575
Faisalabad|Satiana Road, Faisalabad|21000000|4|5|1350
Faisalabad|Satiana Road, Faisalabad|14000000|3|4|1125
Faisalabad|Eden Valley, Faisalabad|70000000|5|6|2700
Faisalabad|Abdullah Gardens, East Canal Road|130000000|5|6|4500
Faisalabad|Daewoo Road, Faisalabad|20000000|2|2|1125
Faisalabad|Muslim Town, Faisalabad|21500000|5|4|1620
Faisalabad|Green Town, Faisalabad|25000000|0|0|1125
Faisalabad|Abdullah Gardens, East Canal Road|135000000|0|0|4500
Faisalabad|Eden Valley, Faisalabad|26500000|3|4|1125
Faisalabad|Satiana Road, Faisalabad|7000000|2|2|675
Faisalabad|Satiana Road, Faisalabad|8000000|3|3|562
Faisalabad|Satiana Road, Faisalabad|6500000|2|3|518
Faisalabad|Satiana Road, Faisalabad|17500000|4|4|832
Faisalabad|Sitara Gold City, Satiana Road|18500000|4|5|1012
Faisalabad|Paradise Valley, Faisalabad|70000000|6|6|4500
Faisalabad|Paradise Valley, Faisalabad|65000000|5|6|2475
Faisalabad|Amin Town, Faisalabad|18500000|5|6|1125
Faisalabad|Yousafabad, Manawala|5800000|4|3|1125
Faisalabad|Amin Town, Faisalabad|70000000|5|6|4500
Faisalabad|Saeed Colony, Faisalabad|62500000|5|6|4050
Faisalabad|Faisal Town, Faisalabad|34500000|4|5|1575
Faisalabad|Divine Enclave, Canal Road|37500000|4|5|1575
Faisalabad|Millat Chowk, Faisalabad|42500000|4|6|2250
Faisalabad|Al Noor Garden, Faisalabad|11500000|3|4|675
Faisalabad|Canal Road, Faisalabad|160000000|5|6|5400
Faisalabad|Chak Jhumra, Faisalabad|15000000|4|5|1350
Faisalabad|Abdullah Gardens, East Canal Road|120000000|6|7|4500
Faisalabad|Lyallpur Avenue, Jaranwala Road|13200000|3|4|675
Faisalabad|Eden Orchard, Faisalabad|45000000|3|4|2475
Faisalabad|Divine Enclave, Canal Road|37500000|4|5|1890
Faisalabad|Prime City, Satiana Road|15000000|1|1|1125
Faisalabad|Eden Valley - Block D, Eden Valley|25000000|0|0|1125
Faisalabad|204 Chak Road, Faisalabad|22500000|3|3|900
Faisalabad|Canal Road, Faisalabad|42500000|5|5|1575
Faisalabad|TECH Town (TNT Colony), Satiana Road|14000000|4|4|1125
Faisalabad|Sitara Gold City, Satiana Road|13500000|3|4|900
Faisalabad|Punjab Govt Servants Housing Foundation, Faisalabad|11500000|3|3|1125
Faisalabad|TECH Town (TNT Colony), Satiana Road|21500000|5|5|1800
Faisalabad|Citi Housing - Phase 1, Citi Housing|170000000|8|6|18000
Faisalabad|Canal Road, Faisalabad|200000000|5|5|9000
Faisalabad|Khayaban Gardens, Faisalabad|95000000|5|6|4500
Faisalabad|Eden Executive, Eden Gardens|38500000|4|5|1575
Faisalabad|Karim Town, Faisalabad|38500000|4|5|2025
Faisalabad|Khayaban Colony 2, Faisalabad|16000000|3|4|1125
Faisalabad|Divine Enclave, Canal Road|39000000|4|5|1575
Faisalabad|Abdullah Gardens, East Canal Road|85000000|5|6|3150
Faisalabad|Abdullah Gardens, East Canal Road|60000000|4|5|2250
Faisalabad|Prime City, Satiana Road|15000000|0|0|1125
Faisalabad|Green Orchard Apartments, Lower Canal Road|8232000|0|0|0.0
Faisalabad|Swiss 99 Tower, Samundari Road|34100000|0|0|0.0
Faisalabad|The Edge Mall, Sargodha Road|21800000|3|3|1552
Faisalabad|The Edge Mall, Sargodha Road|13300000|1|1|608
Faisalabad|Eden Executive, Eden Gardens|19500000|3|4|1125
Faisalabad|Prime City, Satiana Road|26000000|1|1|1598
Faisalabad|Abdullah Gardens, East Canal Road|130000000|6|6|4275
Faisalabad|Canal Road, Faisalabad|62500000|5|5|2025
Faisalabad|Canal Road, Faisalabad|42500000|4|4|1575
Faisalabad|Canal Road, Faisalabad|42500000|5|5|1575
Faisalabad|Canal Road, Faisalabad|42500000|5|5|1688
Faisalabad|Citi Housing - Phase 1, Citi Housing|16000000|4|2|1125
Faisalabad|Saeed Colony, Faisalabad|17000000|4|4|1125
Faisalabad|Sitara Gold City, Satiana Road|14000000|4|4|900
Faisalabad|Citi Housing - Phase 1, Citi Housing|16000000|3|4|1125
Faisalabad|Citi Housing, Faisalabad|11500000|3|4|1125
Faisalabad|Abdullah Gardens, East Canal Road|120000000|5|6|4500
Faisalabad|Khayaban Gardens, Faisalabad|37500000|6|0|2475
Faisalabad|Eden Executive, Eden Gardens|21500000|3|4|1125
Faisalabad|Abdullah Gardens, East Canal Road|55000000|5|6|2250
Faisalabad|Divine Enclave, Canal Road|59000000|5|6|2250
Faisalabad|Eden Valley - Block C, Eden Valley|24000000|3|4|1125
Faisalabad|Canal Road, Faisalabad|37500000|4|4|1598
Faisalabad|TECH Town (TNT Colony), Satiana Road|32500000|5|6|2250
Faisalabad|Canal Road, Faisalabad|42500000|5|5|1575
Faisalabad|Canal Road, Faisalabad|37500000|4|4|1575
Faisalabad|Canal Road, Faisalabad|63000000|5|5|2025
Faisalabad|Eden Valley - Block F, Eden Valley|24000000|3|4|1125
Faisalabad|Eden Executive, Eden Gardens|23000000|3|4|1125
Faisalabad|Eden Executive, Eden Gardens|22500000|3|4|1125
Faisalabad|Raza Town, Faisalabad|35000000|5|6|2025
Faisalabad|Paradise Valley, Faisalabad|110000000|5|6|4500
Faisalabad|Eden Executive, Eden Gardens|23000000|3|4|1125
Faisalabad|Eden Executive, Eden Gardens|22500000|4|5|1125
Faisalabad|Pine Garden, Jaranwala Road|15000000|3|4|1125
Faisalabad|Eden Executive, Eden Gardens|45000000|5|6|1688
Faisalabad|Citi Housing, Faisalabad|30000000|5|4|2250
Faisalabad|Saeed Colony, Faisalabad|70000000|5|6|4950
Faisalabad|Eden Valley, Faisalabad|19000000|3|4|1125
Faisalabad|Canal Park, Faisalabad|160000000|5|6|5400
Faisalabad|Eden Orchard, Faisalabad|31500000|4|5|1575
Faisalabad|Sitara Gold City, Satiana Road|22500000|4|5|1125
Faisalabad|TECH Town (TNT Colony), Satiana Road|16500000|4|5|1125
Faisalabad|Canal Expressway, Faisalabad|64000000|0|0|21600
Faisalabad|Lower Canal Road, Faisalabad|16000000|4|5|900
Faisalabad|Peoples Colony No 1, Faisalabad|110000000|6|7|3825
Faisalabad|Madina Town, Faisalabad|53000000|5|3|2250
Faisalabad|Canal Road, Faisalabad|25000000|3|3|900
Faisalabad|Madina Town, Faisalabad|27500000|5|3|2250
Faisalabad|Eden Valley, Faisalabad|24000000|3|4|1125
Faisalabad|Eden Valley, Faisalabad|35500000|5|6|1575
Faisalabad|Eden Executive, Eden Gardens|22000000|3|3|1125
Faisalabad|Wapda City - Block K, Wapda City|41500000|4|5|2250
Faisalabad|Al Noor Garden, Faisalabad|11000000|4|4|788
Faisalabad|Eden Valley - Block F, Eden Valley|25000000|0|0|1125
Faisalabad|Eden Valley, Faisalabad|55000000|4|6|2250
Faisalabad|Madina Town, Faisalabad|25000000|4|3|1350
Faisalabad|Madina Town, Faisalabad|26000000|3|5|2250
Faisalabad|Madina Town, Faisalabad|60000000|1|5|4500
Faisalabad|Abdullah Gardens, East Canal Road|49000000|4|5|2700
Faisalabad|Citi Housing - Phase 1, Citi Housing|32500000|0|1|2250
Faisalabad|Khayaban Gardens, Faisalabad|24000000|5|5|1350
Faisalabad|Eden Orchard, Faisalabad|21500000|3|4|1125
Faisalabad|TECH Town (TNT Colony), Satiana Road|13500000|3|4|1238
Faisalabad|Citi Housing - Block C, Citi Housing|22500000|0|0|1575
Faisalabad|Satiana Road, Faisalabad|7200000|3|4|450
Faisalabad|Jahan E Andalus, Faisalabad|22500000|3|3|900
Faisalabad|Jaranwala Road, Faisalabad|7000000|1|1|608
Faisalabad|Citi Housing - Phase 1, Citi Housing|60000000|6|6|4500
Faisalabad|Citi Housing - Phase 1, Citi Housing|29000000|5|5|2250
Faisalabad|Eden Valley, Faisalabad|26000000|0|0|1125
Faisalabad|Eden Orchard, Faisalabad|19000000|3|4|1125
Faisalabad|Green Town, Faisalabad|12000000|4|5|1125
Faisalabad|Muslim Town, Faisalabad|35000000|4|6|2588
Faisalabad|Canal Avenue, Lower Canal Road|19800000|3|4|1125
Faisalabad|Canal Road, Faisalabad|40000000|5|6|3375
Faisalabad|Canal Road, Faisalabad|30000000|4|5|1575
Faisalabad|Canal Road, Faisalabad|90000000|5|6|3375
Faisalabad|Abdullah Gardens, East Canal Road|115000000|6|6|4500
Faisalabad|Wapda City, Faisalabad|19800000|3|3|1125
Faisalabad|Citi Housing - Phase 1, Citi Housing|72500000|6|7|4500
Faisalabad|Citi Housing - Phase 1, Citi Housing|15500000|3|4|1125
Faisalabad|Citi Housing - Phase 1, Citi Housing|32500000|0|0|2250
Faisalabad|Citi Housing - Phase 1, Citi Housing|31000000|0|0|2250
Faisalabad|Citi Housing - Phase 1, Citi Housing|31000000|0|0|2250
Faisalabad|Kohinoor City, Faisalabad|3500000|0|0|315
Faisalabad|Canal Road, Faisalabad|37500000|4|4|1575
Faisalabad|Eden Valley, Faisalabad|22500000|3|4|1125
Faisalabad|Ali Garden, Faisalabad|12000000|3|4|900
Faisalabad|Eden Executive, Eden Gardens|21000000|3|4|1125
Faisalabad|Canal Road, Faisalabad|62500000|5|5|2250
Faisalabad|Eden Orchard, Faisalabad|25000000|4|5|1125
Faisalabad|Muslim Town, Faisalabad|35000000|6|6|2250
Faisalabad|Eden Orchard Block X, Eden Orchard|22500000|4|5|1125
Faisalabad|Khayaban Gardens, Faisalabad|47000000|5|6|2475
Faisalabad|Riaz ul Jannah, Faisalabad|52500000|5|6|3038
Faisalabad|Divine Enclave, Canal Road|62500000|4|5|2250
Faisalabad|Eden Valley, Faisalabad|22000000|3|4|1125
Faisalabad|TECH Town (TNT Colony), Satiana Road|34500000|6|6|2925
Faisalabad|Model City 1, Canal Road|23500000|3|4|1125
Faisalabad|Eden Gardens, Faisalabad|15000000|4|5|1012
Faisalabad|Wapda City, Faisalabad|55000000|5|6|3375
Faisalabad|Canal Road, Faisalabad|19000000|3|4|1125
Faisalabad|Khayaban Colony 2, Faisalabad|27500000|5|6|2250
Faisalabad|Canal Road, Faisalabad|25000000|3|4|1575
Faisalabad|Eden Executive, Eden Gardens|21000000|3|4|1125
Faisalabad|Canal Road, Faisalabad|180000000|5|6|7200
Faisalabad|Madina Town, Faisalabad|55000000|4|4|4500
Faisalabad|Eden Executive, Eden Gardens|26000000|4|5|1350
